PR,URL,HTTP status code,Content type,Is indexable page,Title,Title length,Meta description,Meta description length,H1,H1 length,Meta robots,Robots information in HTTP headers,Canonical URL,Canonical URL code,Size (bytes),No. of content words,Depth,No. of href inlinks,No. of inlinks dofollow,No. of internal outlinks,No. of external outlinks,Loading time (ms),Redirect URL,Redirect URL code,Final redirect URL,Final redirect URL code,Organic traffic,No. of backlinks,No. of dofollow backlinks,No. of nofollow backlinks,No. of referring domains,No. of referring pages
20,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 19,39,Step-by-step guide to the 60-day special education evaluation timeline in District 19.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-19-east-new-york/evaluation-process.html,200,9024,2386,0,8,8,39,0,60,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/brentwood-ufsd/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for Brentwood UFSD,36,"Prepare for your Committee on Special Education meeting in Brentwood UFSD. Tips for Largest non-city district, Spanish bilingual evals, high IEP caseloads.",155,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/brentwood-ufsd/cse-meeting-guide.html,200,9595,2566,0,8,8,39,0,72,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/syracuse-city-sd/,200,text/html; charset=utf-8,true,Syracuse City SD Special Education Hub | newyorkspecialed.net,61,"Complete guide to Special Education in Syracuse City SD. Contacts, CSE meetings, evaluation timelines, and parent rights.",121,Syracuse City SD Special Ed Hub,31,,,https://www.newyorkspecialed.net/districts/syracuse-city-sd/,200,7964,1980,0,1,1,41,0,16,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-07-south-bronx/,200,text/html; charset=utf-8,true,District 7 Special Education Hub | newyorkspecialed.net,55,"Complete guide to Special Education in District 7. Contacts, CSE meetings, evaluation timelines, and parent rights.",115,District 7 Special Ed Hub,25,,,https://www.newyorkspecialed.net/districts/nyc-district-07-south-bronx/,200,7657,1939,0,1,1,41,0,59,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/special-ed-updates.html,200,text/html; charset=utf-8,true,District 6 Special Education: Essential Parent Intel & Updates,62,"Stay ahead of District 6 special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",140,District 6 Special Education: Parent Intel,42,,,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/special-ed-updates.html,200,6402,1242,1,9,9,40,0,53,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 01 Lower East Side | NY Special Ed,88,"Navigating special education in NYC District 01, Lower East Side? Learn about CSE meetings, IEPs, and your rights. Connect with local advocates for support!",156,Special Education Providers in NYC District 01 Lower East Side,62,,,https://www.newyorkspecialed.net/districts/nyc-district-01-lower-east-side/partners.html,200,5264,855,1,9,9,40,9,98,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/brentwood-ufsd/,200,text/html; charset=utf-8,true,Brentwood UFSD Special Education Hub | newyorkspecialed.net,59,"Complete guide to Special Education in Brentwood UFSD. Contacts, CSE meetings, evaluation timelines, and parent rights.",119,Brentwood UFSD Special Ed Hub,29,,,https://www.newyorkspecialed.net/districts/brentwood-ufsd/,200,7326,1727,0,1,1,41,0,56,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-16-bed-stuy/,200,text/html; charset=utf-8,true,District 16 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 16. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 16 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-16-bed-stuy/,200,7941,1969,0,1,1,41,0,54,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/guides/cse-meeting-guide/,200,text/html; charset=utf-8,true,New York State CSE Meeting Guide | New York Special Ed,54,A comprehensive parent guide to navigating the Committee on Special Education (CSE) meetings in New York State.,111,New York State CSE Meeting Guide,32,,,https://www.newyorkspecialed.net/guides/cse-meeting-guide/,200,6395,1395,0,1,1,33,0,15,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-18-east-flatbush/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 18,39,Step-by-step guide to the 60-day special education evaluation timeline in District 18.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-18-east-flatbush/evaluation-process.html,200,11174,3472,0,8,8,39,0,44,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-23-brownsville/,200,text/html; charset=utf-8,true,District 23 Special Education Hub | newyorkspecialed.net,56,"Complete guide to Special Education in District 23. Contacts, CSE meetings, evaluation timelines, and parent rights.",116,District 23 Special Ed Hub,26,,,https://www.newyorkspecialed.net/districts/nyc-district-23-brownsville/,200,7608,1862,0,1,1,41,0,61,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-32-bushwick/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for District 32,33,"Prepare for your Committee on Special Education meeting in District 32. Tips for Bilingual evaluations (Spanish), gentrification+school choice+IEP.",147,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/nyc-district-32-bushwick/cse-meeting-guide.html,200,10277,2871,0,8,8,39,0,78,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-32-bushwick/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 32,39,Step-by-step guide to the 60-day special education evaluation timeline in District 32.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-32-bushwick/evaluation-process.html,200,10116,2881,0,8,8,39,0,59,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/east-ramapo-csd/discipline-rights.html,200,text/html; charset=utf-8,true,Discipline Rights — East Ramapo CSD | NY Special Ed — East Ramapo CSD | NY Special Ed,85,Know your child's special education discipline rights in East Ramapo CSD. Understand suspension rules and IEP protections. Learn about manifestation determination reviews.,171,Discipline Rights & Impartial Hearings in East Ramapo CSD,57,,,https://www.newyorkspecialed.net/districts/east-ramapo-csd/discipline-rights.html,200,3029,814,2,8,8,6,0,42,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/niagara-falls-city-sd/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for Niagara Falls City SD,43,"Prepare for your Committee on Special Education meeting in Niagara Falls City SD. Tips for High poverty, evaluation timelines, transition services.",147,Navigating the CSE Meeting,26,,,https://www.newyorkspecialed.net/districts/niagara-falls-city-sd/cse-meeting-guide.html,200,9661,2584,0,8,8,39,0,84,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/albany-city-sd/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for Albany City SD Parents | NY Special Ed,61,"Learn about special education parent advocacy in Albany City SD. Understand CSE meetings, IEPs, parent rights, evaluations, and how to advocate for your child.",159,Parent Advocacy Guide for Albany City SD,40,,,https://www.newyorkspecialed.net/districts/albany-city-sd/parent-advocacy-guide.html,200,4890,1027,2,1,1,40,0,61,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-25-flushing/partners.html,200,text/html; charset=utf-8,true,Special Education Providers & Support in NYC District 25 Flushing | NY Special Ed,81,"Navigate special education in NYC District 25, Flushing. Understand CSE meetings, IEPs, and your rights. Connect with local advocates for support.",146,Special Education Providers in NYC District 25 Flushing,55,,,https://www.newyorkspecialed.net/districts/nyc-district-25-flushing/partners.html,200,5315,833,1,8,8,40,9,73,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/niagara-falls-city-sd/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for Niagara Falls City SD Parents | NY Special Ed,68,"A guide for parents in Niagara Falls City SD to navigate CSE meetings, understand IEPs, and advocate for their child's special education rights in NY.",150,Parent Advocacy Guide for Niagara Falls City SD,47,,,https://www.newyorkspecialed.net/districts/niagara-falls-city-sd/parent-advocacy-guide.html,200,4929,1075,1,3,3,40,0,62,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-09-grand-concourse/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for NYC District 09 Grand Concourse Parents | NY Special Ed,78,"A guide for NYC District 09 Grand Concourse parents on navigating CSE meetings, understanding parent rights, and advocating for effective IEPs.",143,Parent Advocacy Guide for NYC District 09 Grand Concourse,57,,,https://www.newyorkspecialed.net/districts/nyc-district-09-grand-concourse/parent-advocacy-guide.html,200,4847,996,1,3,3,40,0,56,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 6,39,"Suspension, MDR, and discipline rights for students with disabilities in District 6.",84,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-06-washington-heights/discipline-rights.html,200,8733,2278,0,9,9,39,0,82,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: District 27,39,"Direct phone numbers and emails for District 27 Committee on Special Education (CSE), CPSE, and leadership offices.",115,,,,,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/leadership-directory.html,200,6803,1865,0,8,8,39,0,41,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/hempstead-ufsd/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for Hempstead UFSD,36,"Prepare for your Committee on Special Education meeting in Hempstead UFSD. Tips for High-poverty suburban, evaluation advocacy, related services.",145,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/hempstead-ufsd/cse-meeting-guide.html,200,9705,2653,0,8,8,39,0,39,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/sachem-csd/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide — Sachem CSD | NY Special Ed — Sachem CSD | NY Special Ed,75,Navigate your Sachem CSD CSE meeting with confidence. Learn about your rights and how to advocate for your child's special education needs.,139,CSE Meeting Guide for Sachem CSD Parents,40,,,https://www.newyorkspecialed.net/districts/sachem-csd/cse-meeting-guide.html,200,3530,896,2,8,8,6,0,100,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/syracuse-city-sd/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in Syracuse City SD,44,Step-by-step guide to the 60-day special education evaluation timeline in Syracuse City SD.,91,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/syracuse-city-sd/evaluation-process.html,200,10603,3240,0,9,9,39,0,40,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/cse-meeting-guide.html,200,text/html; charset=utf-8,true,CSE Meeting Guide for District 27,33,"Prepare for your Committee on Special Education meeting in District 27. Tips for Transportation for IEP students, isolated communities, related services access.",160,Who Must Be in the Room,23,,,https://www.newyorkspecialed.net/districts/nyc-district-27-rockaway/cse-meeting-guide.html,200,9239,2392,0,8,8,39,0,44,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-79/special-ed-updates.html,200,text/html; charset=utf-8,true,District 79 Special Education: Essential Parent Intel & Updates,63,"Stay ahead of District 79 special education changes. Get critical news, trends, and advocacy strategies before your child's next CSE meeting.",141,District 79 Special Education: Parent Intel,43,,,https://www.newyorkspecialed.net/districts/nyc-district-79/special-ed-updates.html,200,6663,1281,1,8,8,40,0,107,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/sachem-csd/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for Sachem CSD Parents | NY Special Ed,57,"A guide for Sachem CSD parents navigating the special education process. Learn your IEP rights, understand the CSE, and find advocacy resources in Suffolk County.",162,Parent Advocacy Guide for Sachem CSD,36,,,https://www.newyorkspecialed.net/districts/sachem-csd/parent-advocacy-guide.html,200,3162,807,2,3,3,7,0,49,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/buffalo-city-sd/leadership-directory.html,200,text/html; charset=utf-8,true,Special Education Contacts: Buffalo City SD,43,"Direct phone numbers and emails for Buffalo City SD Committee on Special Education (CSE), CPSE, and leadership offices.",119,,,,,https://www.newyorkspecialed.net/districts/buffalo-city-sd/leadership-directory.html,200,6397,1615,0,9,9,39,0,54,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-26-bayside/evaluation-process.html,200,text/html; charset=utf-8,true,Requesting an Evaluation in District 26,39,Step-by-step guide to the 60-day special education evaluation timeline in District 26.,86,Requesting a Special Education Evaluation,41,,,https://www.newyorkspecialed.net/districts/nyc-district-26-bayside/evaluation-process.html,200,10640,3065,0,9,9,39,0,42,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/hempstead-ufsd/parent-advocacy-guide.html,200,text/html; charset=utf-8,true,CSE Advocacy Guide for Hempstead UFSD Parents | NY Special Ed,61,"A guide for Hempstead UFSD parents navigating NY's special education system. Learn about CSE meetings, IEPs, parent rights, and effective advocacy strategies.",158,Parent Advocacy Guide for Hempstead UFSD,40,,,https://www.newyorkspecialed.net/districts/hempstead-ufsd/parent-advocacy-guide.html,200,4763,1029,1,3,3,40,0,41,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-22-midwood/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 22,40,"Suspension, MDR, and discipline rights for students with disabilities in District 22.",85,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-22-midwood/discipline-rights.html,200,8884,2322,0,9,9,39,0,170,,,,,0,0,0,0,0,0
20,https://www.newyorkspecialed.net/districts/nyc-district-11-pelham-parkway/discipline-rights.html,200,text/html; charset=utf-8,true,Student Discipline Rights in District 11,40,"Suspension, MDR, and discipline rights for students with disabilities in District 11.",85,Discipline Rights & the Manifestation Determination Review,58,,,https://www.newyorkspecialed.net/districts/nyc-district-11-pelham-parkway/discipline-rights.html,200,9015,2344,0,8,8,39,0,62,,,,,0,0,0,0,0,0
